.species.name,tax.id,phage.nonphage,source,source.version,acc
Klebsiella phage Miro,1675608,phage,NCBI Refseq,209,NC_041981
Klebsiella phage Sushi,1675609,phage,NCBI Refseq,209,NC_028774
Chimpanzee faeces associated microphage 1,1676181,phage,NCBI Refseq,209,NC_030472
Chimpanzee faeces associated microphage 2,1676182,phage,NCBI Refseq,209,NC_030476
Chimpanzee faeces associated microphage 3,1676183,phage,NCBI Refseq,209,NC_030458
Pseudomonas phage KPP21,1678082,phage,NCBI Refseq,209,NC_029017
Mycobacterium phage Dusk,1679524,phage,NCBI Refseq,209,NC_029079
Mycobacterium phage NelitzaMV,1679530,phage,NCBI Refseq,209,NC_028785
Roseobacter phage RDJL Phi 2,1682380,phage,NCBI Refseq,209,NC_041958
Enterobacter phage phiEap-3,1682394,phage,NCBI Refseq,209,NC_041980
Cronobacter phage PBES 02,1684115,phage,NCBI Refseq,209,NC_028672
Pectobacterium phage PPWS1,1685500,phage,NCBI Refseq,209,NC_047758
Ralstonia phage RSS-TH1,1685501,phage,NCBI Refseq,209,NC_055053
Ralstonia phage RSF1,1689679,phage,NCBI Refseq,209,NC_028899
Streptomyces phage Caliburn,1690425,phage,NCBI Refseq,209,NC_028892
Streptomyces phage Aaronocolus,1690426,phage,NCBI Refseq,209,NC_042051
Streptomyces phage Danzina,1690427,phage,NCBI Refseq,209,NC_041860
Streptomyces phage Hydra,1690428,phage,NCBI Refseq,209,NC_042052
Bacillus phage Eyuki,1690431,phage,NCBI Refseq,209,NC_028944
Bacillus phage TsarBomba,1690456,phage,NCBI Refseq,209,NC_028890
Mycobacterium phage Phlei,1690684,phage,NCBI Refseq,209,NC_028662
Propionibacterium phage PAC1,1690805,phage,NCBI Refseq,209,NC_028967
Streptomyces phage SF1,1690817,phage,NCBI Refseq,209,NC_028807
Streptomyces phage SF3,1690818,phage,NCBI Refseq,209,NC_028952
Brevibacillus phage Jenst,1691954,phage,NCBI Refseq,209,NC_028805
Brevibacillus phage Osiris,1691955,phage,NCBI Refseq,209,NC_028969
Brevibacillus phage Sundance,1691958,phage,NCBI Refseq,209,NC_028749
Pseudomonas virus phiKZ,169683,phage,NCBI Refseq,209,NC_004629
Halobacterium phage phiH,169684,phage,NCBI Refseq,209,NC_052650
Mycobacterium phage BrownCNA,1698252,phage,NCBI Refseq,209,NC_028968
Mycobacterium phage Phatniss,1698356,phage,NCBI Refseq,209,NC_028844
Mycobacterium phage Dante,1698357,phage,NCBI Refseq,209,NC_028946
Mycobacterium phage Brusacoram,1698358,phage,NCBI Refseq,209,NC_028747
Klebsiella phage JD18,1698360,phage,NCBI Refseq,209,NC_028686
Arthrobacter phage Decurro,1698361,phage,NCBI Refseq,209,NC_028692
Mycobacterium phage Chadwick,1698366,phage,NCBI Refseq,209,NC_028897
Lactococcus phage GE1,1698369,phage,NCBI Refseq,209,NC_029118
Mycobacterium phage Pioneer,1698417,phage,NCBI Refseq,209,NC_028965
Mycobacterium phage Tasp14,1698420,phage,NCBI Refseq,209,NC_028784
Staphylococcus phage phiJB,1698421,phage,NCBI Refseq,209,NC_028669
Acinetobacter phage phiAB6,1698439,phage,NCBI Refseq,209,NC_031086
Mycobacterium phage Rufus,1698441,phage,NCBI Refseq,209,NC_028810
Bacillus phage AvesoBmore,1698451,phage,NCBI Refseq,209,NC_028887
Dickeya phage BF25/12,1698708,phage,NCBI Refseq,209,NC_047759
Mycobacterium phage Enkosi,1698709,phage,NCBI Refseq,209,NC_028936
Mycobacterium phage HyRo,1698710,phage,NCBI Refseq,209,NC_028869
Mycobacterium phage Lolly9,1698711,phage,NCBI Refseq,209,NC_028843
Mycobacterium phage PopTart,1698712,phage,NCBI Refseq,209,NC_028961
Mycobacterium phage Seagreen,1698713,phage,NCBI Refseq,209,NC_028813
Mycobacterium phage Snenia,1698714,phage,NCBI Refseq,209,NC_028778
Mycobacterium phage XFactor,1698715,phage,NCBI Refseq,209,NC_028910
Enterobacter phage phiEap-2,1701257,phage,NCBI Refseq,209,NC_028695
Gokushovirinae GAIR4,1701404,phage,NCBI Refseq,209,NC_028993
Gokushovirinae GNX3R,1701405,phage,NCBI Refseq,209,NC_028994
Arthrobacter phage Brent,1701798,phage,NCBI Refseq,209,NC_041930
Klebsiella phage vB_Kp1,1701804,phage,NCBI Refseq,209,NC_028688
Klebsiella phage Kp2,1701805,phage,NCBI Refseq,209,NC_028664
Acinetobacter phage vB_AbaP_PD-6A3,1701807,phage,NCBI Refseq,209,NC_028684
Acinetobacter phage vB_AbaP_PD-AB9,1701808,phage,NCBI Refseq,209,NC_028679
Caulobacter phage Percy,1701809,phage,NCBI Refseq,209,NC_029092
Citrobacter phage Margaery,1701810,phage,NCBI Refseq,209,NC_028755
Streptococcus phage phiARI0004,1701811,phage,NCBI Refseq,209,NC_031920
Streptococcus phage phiARI0031,1701812,phage,NCBI Refseq,209,NC_031910
Streptococcus phage phiARI0131-1,1701813,phage,NCBI Refseq,209,NC_031901
Streptococcus phage phiARI0131-2,1701814,phage,NCBI Refseq,209,NC_031941
Streptococcus phage phiARI0460-1,1701824,phage,NCBI Refseq,209,NC_031913
Streptococcus phage phiARI0462,1701826,phage,NCBI Refseq,209,NC_031942
Streptococcus phage phiARI0468-1,1701827,phage,NCBI Refseq,209,NC_031929
Streptococcus phage phiARI0468-2,1701828,phage,NCBI Refseq,209,NC_031923
Streptococcus phage phiARI0468-4,1701830,phage,NCBI Refseq,209,NC_031915
Streptococcus phage phiARI0746,1701837,phage,NCBI Refseq,209,NC_031907
Streptococcus phage phiARI0923,1701842,phage,NCBI Refseq,209,NC_030946
Mycobacterium phage TheloniousMonk,1701845,phage,NCBI Refseq,209,NC_028828
Citrobacter phage Mordin,1701846,phage,NCBI Refseq,209,NC_041977
Mycobacterium phage Turj99,1701849,phage,NCBI Refseq,209,NC_028941
Streptococcus phage A25,1701850,phage,NCBI Refseq,209,NC_028697
Rhodococcus phage CosmicSans,1701851,phage,NCBI Refseq,209,NC_028677
Mycobacterium phage Lumos,1701852,phage,NCBI Refseq,209,NC_053504
Mycobacterium phage Serenity,1701853,phage,NCBI Refseq,209,NC_028932
Cronobacter phage Dev-CD-23823,1712539,phage,NCBI Refseq,209,NC_029070
Pseudomonas phage K8,1716041,phage,NCBI Refseq,209,NC_028817
Pseudomonas phage PaoP5,1716042,phage,NCBI Refseq,209,NC_029083
Listeria phage PSA,171618,phage,NCBI Refseq,209,NC_003291
Enterococcus phage IME-EFm5,1718158,phage,NCBI Refseq,209,NC_028826
Paenibacillus phage Tripp,1718161,phage,NCBI Refseq,209,NC_028930
Mycobacterium phage LadyBird,1718166,phage,NCBI Refseq,209,NC_028744
Mycobacterium phage Pari,1718171,phage,NCBI Refseq,209,NC_028874
Mycobacterium phage Theia,1718172,phage,NCBI Refseq,209,NC_028960
Pseudomonas phage PAE1,1718273,phage,NCBI Refseq,209,NC_028980
Brucella phage BiPBO1,1718278,phage,NCBI Refseq,209,NC_031264
Mycobacterium phage Archie,1718599,phage,NCBI Refseq,209,NC_028878
Mycobacterium phage Mufasa,1718600,phage,NCBI Refseq,209,NC_028759
Escherichia phage phiSUSP1,1718606,phage,NCBI Refseq,209,NC_028808
Escherichia phage SUSP2,1718669,phage,NCBI Refseq,209,NC_028935
Klebsiella phage vB_KpnM_KB57,1719140,phage,NCBI Refseq,209,NC_028659
Escherichia phage slur01,1720493,phage,NCBI Refseq,209,NC_028831
Escherichia phage slur02,1720494,phage,NCBI Refseq,209,NC_028927
Escherichia phage slur16,1720495,phage,NCBI Refseq,209,NC_028248
Escherichia phage slur03,1720496,phage,NCBI Refseq,209,NC_042129
Escherichia phage slur04,1720497,phage,NCBI Refseq,209,NC_042130
Escherichia phage slur05,1720498,phage,NCBI Refseq,209,NC_028901
Escherichia phage slur07,1720500,phage,NCBI Refseq,209,NC_028780
Escherichia phage slur14,1720504,phage,NCBI Refseq,209,NC_028448
Yersinia phage PY54,172667,phage,NCBI Refseq,209,NC_005069
Escherichia phage slur09,1728958,phage,NCBI Refseq,209,NC_028840
Pseudomonas phage shl2,1729933,phage,NCBI Refseq,209,NC_048200
Pseudomonas phage 17A,1729936,phage,NCBI Refseq,209,NC_048201
Pseudomonas phage VCM,1729937,phage,NCBI Refseq,209,NC_029065
Staphylococcus phage SPbeta-like,1732063,phage,NCBI Refseq,209,NC_029119
Staphylococcus phage StB20-like,1732064,phage,NCBI Refseq,209,NC_028821
Acidianus rod-shaped virus 2,1732175,phage,NCBI Refseq,209,NC_029314
Hydrogenobaculum phage 1,1732176,phage,NCBI Refseq,209,NC_028651
Sulfolobus monocaudavirus SMV3,1732177,phage,NCBI Refseq,209,NC_029103
Sulfolobus monocaudavirus SMV4,1732178,phage,NCBI Refseq,209,NC_029011
Bacillus phage VMY22,1734382,phage,NCBI Refseq,209,NC_028789
Salmonella virus ST64T,173443,phage,NCBI Refseq,209,NC_004348
Mycobacterium phage Pepe,1735466,phage,NCBI Refseq,209,NC_028680
Escherichia phage C119,1735565,phage,NCBI Refseq,209,NC_042046
Acinetobacter phage IME-200,1735582,phage,NCBI Refseq,209,NC_028987
Pseudomonas phage C11,1735586,phage,NCBI Refseq,209,NC_028652
Yersinia phage vB_YenP_AP10,1735591,phage,NCBI Refseq,209,NC_028655
Staphylococcus phage P282,1735645,phage,NCBI Refseq,209,NC_048634
Staphylococcus phage P630,1735646,phage,NCBI Refseq,209,NC_048635
Temperate phage phiNIH1.1,173707,phage,NCBI Refseq,209,NC_003157
Methanothermobacter phage psiM100,173824,phage,NCBI Refseq,209,NC_002628
Lactobacillus phage CL1,1739607,phage,NCBI Refseq,209,NC_028888
Lactobacillus phage CL2,1739608,phage,NCBI Refseq,209,NC_028835
Lactobacillus phage iA2,1739609,phage,NCBI Refseq,209,NC_028830
Lactobacillus phage iLp84,1739610,phage,NCBI Refseq,209,NC_028783
Lactobacillus phage iLp1308,1739611,phage,NCBI Refseq,209,NC_028911
Mycobacterium phage Sparkdehlily,1739966,phage,NCBI Refseq,209,NC_028654
Mycobacterium phage Cabrinians,1739967,phage,NCBI Refseq,209,NC_028678
Flavobacterium phage FpV4,1740108,phage,NCBI Refseq,209,NC_041872
Pseudomonas phage vB_PaeS_PM105,1743016,phage,NCBI Refseq,209,NC_028667
Propionibacterium phage PA1-14,1747271,phage,NCBI Refseq,209,NC_028694
Klebsiella phage KpV41,1747282,phage,NCBI Refseq,209,NC_028670
Aeromonas phage Ahp1,1747286,phage,NCBI Refseq,209,NC_047866
Enterococcus phage vB_EfaS_IME198,1747287,phage,NCBI Refseq,209,NC_029016
Enterococcus phage vB_EfaP_IME195,1747288,phage,NCBI Refseq,209,NC_028693
Enterococcus phage vB_EfaS_IME196,1747289,phage,NCBI Refseq,209,NC_028990
Enterococcus phage vB_EfaS_IME197,1747326,phage,NCBI Refseq,209,NC_028671
Enterococcus phage vB_EfaP_IME199,1747351,phage,NCBI Refseq,209,NC_049931
Pseudomonas phage phiR18,1752027,phage,NCBI Refseq,209,NC_041964
Pseudomonas phage phi3,1754217,phage,NCBI Refseq,209,NC_030940
Mycobacterium phage Iracema64,1755681,phage,NCBI Refseq,209,NC_028687
Streptomyces phage phiSAJS1,1755682,phage,NCBI Refseq,209,NC_029005
Pseudomonas phage YMC11/02/R656,1755689,phage,NCBI Refseq,209,NC_028657
Pseudomonas phage PPPL-1,1755692,phage,NCBI Refseq,209,NC_028661
Escherichia phage GA2A,1755695,phage,NCBI Refseq,209,NC_031943
Lactobacillus phage SA-C12,1755697,phage,NCBI Refseq,209,NC_047760
Salmonella phage ST64B,175950,phage,NCBI Refseq,209,NC_004313
Bacillus phage vB_BceS-MY192,1759525,phage,NCBI Refseq,209,NC_048633
Sulfolobus islandicus filamentous virus,176106,phage,NCBI Refseq,209,NC_003214
Klebsiella phage vB_KpnP_IME205,1770232,phage,NCBI Refseq,209,NC_047761
Escherichia phage JMPW2,1772218,phage,NCBI Refseq,209,NC_041873
Escherichia phage JMPW1,1772219,phage,NCBI Refseq,209,NC_041874
Arthrobacter phage Amigo,1772291,phage,NCBI Refseq,209,NC_041949
Arthrobacter phage Bennie,1772293,phage,NCBI Refseq,209,NC_041938
Arthrobacter phage CaptnMurica,1772294,phage,NCBI Refseq,209,NC_041951
Arthrobacter phage Circum,1772295,phage,NCBI Refseq,209,NC_041948
Arthrobacter phage DrRobert,1772296,phage,NCBI Refseq,209,NC_041939
Arthrobacter phage Glenn,1772297,phage,NCBI Refseq,209,NC_041940
Arthrobacter phage Gordon,1772298,phage,NCBI Refseq,209,NC_041952
Arthrobacter phage HunterDalle,1772300,phage,NCBI Refseq,209,NC_041941
Arthrobacter phage Jasmine,1772302,phage,NCBI Refseq,209,NC_041875
Arthrobacter phage Joann,1772303,phage,NCBI Refseq,209,NC_041942
Arthrobacter phage Korra,1772304,phage,NCBI Refseq,209,NC_041943
Arthrobacter phage Laroye,1772305,phage,NCBI Refseq,209,NC_041947
Arthrobacter phage Martha,1772307,phage,NCBI Refseq,209,NC_041932
Arthrobacter phage Preamble,1772310,phage,NCBI Refseq,209,NC_041944
Arthrobacter phage Pumancara,1772311,phage,NCBI Refseq,209,NC_041945
Arthrobacter phage Salgado,1772314,phage,NCBI Refseq,209,NC_055033
Arthrobacter phage Sonny,1772315,phage,NCBI Refseq,209,NC_041933
Arthrobacter phage Tank,1772319,phage,NCBI Refseq,209,NC_041961
Arthrobacter phage Wayne,1772322,phage,NCBI Refseq,209,NC_041946
Arthrobacter phage Galaxy,1772326,phage,NCBI Refseq,209,NC_041876
Arthrobacter phage Jawnski,1772327,phage,NCBI Refseq,209,NC_041931
Arthrobacter phage PrincessTrina,1772328,phage,NCBI Refseq,209,NC_042053
Pseudomonas phage SM1,1772332,phage,NCBI Refseq,209,NC_041877
Bacillus phage vB_BhaS-171,1775140,phage,NCBI Refseq,209,NC_030904
Xanthomonas phage XAJ24,1775250,phage,NCBI Refseq,209,NC_047762
Bacillus phage Eldridge,1776293,phage,NCBI Refseq,209,NC_030920
Pseudomonas phage JBD44,1777052,phage,NCBI Refseq,209,NC_030929
Pseudomonas phage JBD69,1777053,phage,NCBI Refseq,209,NC_030908
Pseudomonas phage JBD93,1777054,phage,NCBI Refseq,209,NC_030918
Escherichia phage phiE142,1777059,phage,NCBI Refseq,209,NC_055709
Pseudomonas phage YMC11/06/C171_PPU_BP,1777063,phage,NCBI Refseq,209,NC_030923
Pseudomonas phage YMC11/07/P54_PAE_BP,1777064,phage,NCBI Refseq,209,NC_030909
Pseudomonas phage vB_PsyM_KIL1,1777065,phage,NCBI Refseq,209,NC_030934
Pseudomonas phage vB_PsyM_KIL4,1777069,phage,NCBI Refseq,209,NC_042054
Pseudomonas phage K5,1777072,phage,NCBI Refseq,209,NC_030910
Nodularia phage vB_NpeS-2AV2,1777122,phage,NCBI Refseq,209,NC_048637
Mycobacterium phage Bactobuster,1784956,phage,NCBI Refseq,209,NC_031279
Xanthomonas phage f20-Xaj,1784979,phage,NCBI Refseq,209,NC_030928
Xanthomonas phage f30-Xaj,1784981,phage,NCBI Refseq,209,NC_030937
Pseudomonas phage O4,1784982,phage,NCBI Refseq,209,NC_031274
Shigella phage SFN6B,1785176,phage,NCBI Refseq,209,NC_047929
Ralstonia phage RSP15,1785960,phage,NCBI Refseq,209,NC_030948
Escherichia phage LM33_P1,1788294,phage,NCBI Refseq,209,NC_031937
Bacillus phage SP-15,1792032,phage,NCBI Refseq,209,NC_031245
Acinetobacter phage LZ35,1792222,phage,NCBI Refseq,209,NC_031117
Bacillus phage Deep Blue,1792245,phage,NCBI Refseq,209,NC_031056
Mycobacterium phage Catalina,1792253,phage,NCBI Refseq,209,NC_031238
Staphylococcus phage CNPx,1792269,phage,NCBI Refseq,209,NC_031241
Flavobacterium phage 1H,1792272,phage,NCBI Refseq,209,NC_031911
Flavobacterium phage 2A,1792273,phage,NCBI Refseq,209,NC_031926
Flavobacterium phage Fpv1,1792274,phage,NCBI Refseq,209,NC_031914
Stx converting phage vB_EcoS_P27,1792287,phage,NCBI Refseq,209,NC_049925
Stx converting phage vB_EcoS_ST2-8624,1792289,phage,NCBI Refseq,209,NC_049922
Sinorhizobium phage PBC5,179237,phage,NCBI Refseq,209,NC_003324
Bacillus phage Shbh1,1796992,phage,NCBI Refseq,209,NC_030925
Bacillus phage Mgbh1,1796993,phage,NCBI Refseq,209,NC_041879
Arthrobacter phage BarretLemon,1796994,phage,NCBI Refseq,209,NC_031252
Arthrobacter phage KellEzio,1796995,phage,NCBI Refseq,209,NC_031231
Arthrobacter phage Kitkat,1796996,phage,NCBI Refseq,209,NC_031254
Arthrobacter phage Mudcat,1796997,phage,NCBI Refseq,209,NC_031224
Klebsiella phage KpV71,1796998,phage,NCBI Refseq,209,NC_031246
Acidianus tailed spindle virus,1797140,phage,NCBI Refseq,209,NC_029316
Mycobacterium phage Bipper,1805457,phage,NCBI Refseq,209,NC_031253
Mycobacterium phage Mulciber,1805459,phage,NCBI Refseq,209,NC_031257
Citrobacter phage SH1,1805464,phage,NCBI Refseq,209,NC_031066
Citrobacter phage SH2,1805465,phage,NCBI Refseq,209,NC_031092
Citrobacter phage SH3,1805466,phage,NCBI Refseq,209,NC_031123
Citrobacter phage SH4,1805467,phage,NCBI Refseq,209,NC_031018
Bacillus phage DIGNKC,1805948,phage,NCBI Refseq,209,NC_031006
Bacillus phage Nemo,1805950,phage,NCBI Refseq,209,NC_031070
Bacillus phage Nigalana,1805951,phage,NCBI Refseq,209,NC_031037
Bacillus phage NotTheCreek,1805952,phage,NCBI Refseq,209,NC_031049
Bacillus phage Phrodo,1805953,phage,NCBI Refseq,209,NC_031100
Bacillus phage SageFayge,1805954,phage,NCBI Refseq,209,NC_031027
Bacillus phage Zuko,1805956,phage,NCBI Refseq,209,NC_031116
Bacillus phage vB_BsuP-Goe1,1807511,phage,NCBI Refseq,209,NC_049975
Salmonella phage 118970_sal4,1810705,phage,NCBI Refseq,209,NC_030919
Salmonella phage 64795_sal3,1813769,phage,NCBI Refseq,209,NC_031918
Salmonella phage 118970_sal3,1813771,phage,NCBI Refseq,209,NC_031940
Salmonella phage 103203_sal5,1813779,phage,NCBI Refseq,209,NC_031946
Salmonella phage 118970_sal1,1813781,phage,NCBI Refseq,209,NC_031930
Salmonella phage 118970_sal2,1813782,phage,NCBI Refseq,209,NC_031933
Salmonella phage 100268_sal2,1813783,phage,NCBI Refseq,209,NC_031902
Flavobacterium phage 23T,1814279,phage,NCBI Refseq,209,NC_041859
Flavobacterium phage Fpv10,1814280,phage,NCBI Refseq,209,NC_031932
Flavobacterium phage Fpv11,1814281,phage,NCBI Refseq,209,NC_031945
Flavobacterium phage Fpv2,1814282,phage,NCBI Refseq,209,NC_031931
Flavobacterium phage Fpv20,1814283,phage,NCBI Refseq,209,NC_031912
Flavobacterium phage Fpv3,1814284,phage,NCBI Refseq,209,NC_031904
Flavobacterium phage Fpv5,1814285,phage,NCBI Refseq,209,NC_031921
Flavobacterium phage Fpv6,1814286,phage,NCBI Refseq,209,NC_031938
Flavobacterium phage Fpv7,1814287,phage,NCBI Refseq,209,NC_031905
Flavobacterium phage Fpv8,1814288,phage,NCBI Refseq,209,NC_031919
Streptococcus virus 9871,1814957,phage,NCBI Refseq,209,NC_031069
Streptococcus virus 9872,1814958,phage,NCBI Refseq,209,NC_031094
Streptococcus virus 9873,1814959,phage,NCBI Refseq,209,NC_047763
Streptococcus virus 9874,1814960,phage,NCBI Refseq,209,NC_031023
Bacillus phage AR9,1815509,phage,NCBI Refseq,209,NC_031039
Lactobacillus phage PLE3,1815510,phage,NCBI Refseq,209,NC_031125
Lactobacillus phage PLE2,1815511,phage,NCBI Refseq,209,NC_031036
Synechococcus phage S-WAM1,1815521,phage,NCBI Refseq,209,NC_031944
Synechococcus phage S-WAM2,1815522,phage,NCBI Refseq,209,NC_031935
Pseudomonas phage phiPMW,1815582,phage,NCBI Refseq,209,NC_041880
Escherichia phage vB_EcoM-UFV13,1815590,phage,NCBI Refseq,209,NC_031103
Mycobacterium phage Brocalys,1815608,phage,NCBI Refseq,209,NC_031262
Pseudomonas phage pf16,1815630,phage,NCBI Refseq,209,NC_041881
Salmonella phage vB_SnwM_CGG4-1,1815631,phage,NCBI Refseq,209,NC_031065
Lactococcus phage PLgT-1,1815955,phage,NCBI Refseq,209,NC_031016
Pseudomonas phage phiNFS,1815956,phage,NCBI Refseq,209,NC_047852
Pseudomonas phage phiMK,1815957,phage,NCBI Refseq,209,NC_031110
Salmonella phage SJ46,1815968,phage,NCBI Refseq,209,NC_031129
Mycobacterium phage Loser,1815969,phage,NCBI Refseq,209,NC_031256
Mycobacterium phage ArcherNM,1815972,phage,NCBI Refseq,209,NC_031277
Pseudomonas phage PaMx41,1815976,phage,NCBI Refseq,209,NC_055711
Dinoroseobacter phage DS-1410Ws-06,1815983,phage,NCBI Refseq,209,NC_049371
Roseobacter phage RD-1410W1-01,1815984,phage,NCBI Refseq,209,NC_049372
Erwinia phage vB_EamM_Deimos-Minion,1815986,phage,NCBI Refseq,209,NC_041972
Erwinia phage vB_EamM_RAY,1815987,phage,NCBI Refseq,209,NC_041973
Erwinia phage vB_EamM_Simmy50,1815988,phage,NCBI Refseq,209,NC_041974
Erwinia phage vB_EamM_Special G,1815989,phage,NCBI Refseq,209,NC_041975
Vibrio phage VSK (VSK),181604,phage,NCBI Refseq,209,NC_003327
Staphylococcus phage SLPW,1821228,phage,NCBI Refseq,209,NC_031008
Mycobacterium phage Panchino,1821537,phage,NCBI Refseq,209,NC_031281
Mycobacterium phage Xeno,1821538,phage,NCBI Refseq,209,NC_031243
Mycobacterium phage SkinnyPete,1821539,phage,NCBI Refseq,209,NC_041882
Mycobacterium phage Pipsqueaks,1821540,phage,NCBI Refseq,209,NC_042055
Mycobacterium phage Phrann,1821541,phage,NCBI Refseq,209,NC_031266
Gordonia phage Attis,1821548,phage,NCBI Refseq,209,NC_041883
Gordonia phage BaxterFox,1821549,phage,NCBI Refseq,209,NC_031226
Gordonia phage BetterKatz,1821551,phage,NCBI Refseq,209,NC_031247
Gordonia phage Emalyn,1821552,phage,NCBI Refseq,209,NC_031234
Gordonia phage Guacamole,1821553,phage,NCBI Refseq,209,NC_031265
Gordonia phage Hotorobo,1821554,phage,NCBI Refseq,209,NC_031229
Gordonia phage Katyusha,1821555,phage,NCBI Refseq,209,NC_041950
Gordonia phage Kita,1821556,phage,NCBI Refseq,209,NC_031233
Gordonia phage Lucky10,1821557,phage,NCBI Refseq,209,NC_031267
Gordonia phage Nymphadora,1821558,phage,NCBI Refseq,209,NC_031061
Gordonia phage Obliviate,1821559,phage,NCBI Refseq,209,NC_031237
Gordonia phage Phinally,1821560,phage,NCBI Refseq,209,NC_031112
Gordonia phage Schnabeltier,1821561,phage,NCBI Refseq,209,NC_031255
Gordonia phage SoilAssassin,1821562,phage,NCBI Refseq,209,NC_031251
Gordonia phage UmaThurman,1821563,phage,NCBI Refseq,209,NC_031249
Gordonia phage Vivi2,1821564,phage,NCBI Refseq,209,NC_031239
Gordonia phage Yeezy,1821565,phage,NCBI Refseq,209,NC_031269
Gordonia phage Yvonnetastic,1821566,phage,NCBI Refseq,209,NC_031230
Mycobacterium phage EvilGenius,1821723,phage,NCBI Refseq,209,NC_031263
Mycobacterium phage Shipwreck,1821727,phage,NCBI Refseq,209,NC_031261
Salmonella phage phSE-2,1837218,phage,NCBI Refseq,209,NC_031026
Bacillus phage SalinJah,1837830,phage,NCBI Refseq,209,NC_031034
Escherichia phage 64795_ec1,1837842,phage,NCBI Refseq,209,NC_031114
Pseudomonas phage PEV2,1837850,phage,NCBI Refseq,209,NC_031063
Weissella phage WCP30,1837862,phage,NCBI Refseq,209,NC_031101
Escherichia phage UFV-AREG1,1837867,phage,NCBI Refseq,209,NC_031030
Escherichia phage PE37,1837875,phage,NCBI Refseq,209,NC_054929
Acinetobacter phage vB_AbaM_ME3,1837876,phage,NCBI Refseq,209,NC_041884
Proteus phage PM 116,1837877,phage,NCBI Refseq,209,NC_047858
Escherichia phage MX01,1837930,phage,NCBI Refseq,209,NC_031934
Escherichia phage WG01,1837931,phage,NCBI Refseq,209,NC_031928
Gordonia phage Bachita,1838061,phage,NCBI Refseq,209,NC_030936
