.species.name,tax.id,phage.nonphage,source,source.version,acc
Shigella phage Shf125875,1541825,phage,NCBI Refseq,209,NC_025437
Escherichia phage vB_EcoM-ep3,1541883,phage,NCBI Refseq,209,NC_025430
Pseudomonas phage vB_Pae_PS44,1542090,phage,NCBI Refseq,209,NC_028939
Pseudomonas phage vB_PaeM_PS24,1542092,phage,NCBI Refseq,209,NC_028882
Prochlorococcus phage P-TIM68,1542477,phage,NCBI Refseq,209,NC_028955
Lelliottia phage phD2B,1542498,phage,NCBI Refseq,209,NC_025450
Mycobacterium phage VohminGhazi,1542912,phage,NCBI Refseq,209,NC_029077
Salmonella phage BP12A,1543199,phage,NCBI Refseq,209,NC_031258
Salmonella phage BP12B,1543201,phage,NCBI Refseq,209,NC_031271
Salmonella phage BP12C,1543203,phage,NCBI Refseq,209,NC_031228
Salmonella phage BP63,1543205,phage,NCBI Refseq,209,NC_031250
Staphylococcus phage BP39,1543206,phage,NCBI Refseq,209,NC_031046
Microviridae IME-16,1544364,phage,NCBI Refseq,209,NC_026013
Pseudomonas phage vB_PaeM_C2-10_Ab02,1548900,phage,NCBI Refseq,209,NC_042113
Pseudomonas phage vB_PaeM_PAO1_Ab03,1548901,phage,NCBI Refseq,209,NC_026587
Pseudomonas phage vB_PaeP_PAO1_Ab05,1548902,phage,NCBI Refseq,209,NC_026602
Pseudomonas phage vB_PaeS_PAO1_Ab18,1548905,phage,NCBI Refseq,209,NC_026594
Pseudomonas phage vB_PaeP_C2-10_Ab22,1548906,phage,NCBI Refseq,209,NC_026599
Pseudomonas phage vB_PaeM_PAO1_Ab27,1548907,phage,NCBI Refseq,209,NC_026586
Pseudomonas phage vB_PaeP_PAO1_1-15pyo,1548908,phage,NCBI Refseq,209,NC_047967
Pseudomonas phage vB_PaeS_PAO1_Ab19,1548912,phage,NCBI Refseq,209,NC_042115
Pseudomonas phage vB_PaeM_C1-14_Ab28,1548917,phage,NCBI Refseq,209,NC_026600
Pseudomonas phage vB_PaeS_PAO1_Ab30,1548918,phage,NCBI Refseq,209,NC_026601
Enterobacteria phage HK620,155148,phage,NCBI Refseq,209,NC_002730
Shigella phage pSs-1,1551641,phage,NCBI Refseq,209,NC_025829
Mycobacterium phage Abrogate,1551710,phage,NCBI Refseq,209,NC_028920
Mycobacterium phage Bipolar,1551711,phage,NCBI Refseq,209,NC_028823
Lactobacillus phage Ldl1,1552735,phage,NCBI Refseq,209,NC_026609
Mycobacterium phage Equemioh13,1555201,phage,NCBI Refseq,209,NC_028852
Escherichia phage 121Q,1555202,phage,NCBI Refseq,209,NC_025447
Klebsiella phage phiBO1E,1555207,phage,NCBI Refseq,209,NC_047748
Ruegeria phage DSS3-P1,1555208,phage,NCBI Refseq,209,NC_025428
Mycobacterium phage Carcharodon,1555233,phage,NCBI Refseq,209,NC_028779
Mycobacterium phage SweetiePie,1555235,phage,NCBI Refseq,209,NC_029043
Escherichia phage vB_EcoM-VpaE1,1555238,phage,NCBI Refseq,209,NC_027337
Mycobacterium phage CaptainTrips,1556289,phage,NCBI Refseq,209,NC_028842
Streptomyces phage Jay2Jay,1556290,phage,NCBI Refseq,209,NC_029098
Vibrio phage J2,1558467,phage,NCBI Refseq,209,NC_027393
Vibrio phage QH,1558469,phage,NCBI Refseq,209,NC_027397
Proteus phage PM 75,1560282,phage,NCBI Refseq,209,NC_027363
Proteus phage PM 85,1560283,phage,NCBI Refseq,209,NC_027379
Proteus phage PM 93,1560284,phage,NCBI Refseq,209,NC_027390
Mycobacterium phage Larenn,1560285,phage,NCBI Refseq,209,NC_028877
Mycobacterium phage Murucutumbu,1560286,phage,NCBI Refseq,209,NC_028978
Lactococcus phage WRP3,1560313,phage,NCBI Refseq,209,NC_027341
Acinetobacter phage YMC13/03/R2096,1560342,phage,NCBI Refseq,209,NC_027332
Pseudomonas phage Pf-10,1562076,phage,NCBI Refseq,209,NC_027292
Delftia phage RG-2014,1563661,phage,NCBI Refseq,209,NC_027348
Erwinia phage phiEa2809,1564096,phage,NCBI Refseq,209,NC_027340
Streptococcus phage SpSL1,1566990,phage,NCBI Refseq,209,NC_027396
Arthrobacter phage vB_ArtM-ArV1,1566993,phage,NCBI Refseq,209,NC_026606
Pseudomonas phage YH6,1566995,phage,NCBI Refseq,209,NC_027388
Escherichia phage YD-2008.s,1567004,phage,NCBI Refseq,209,NC_027383
Mycobacterium phage MiaZeal,1567005,phage,NCBI Refseq,209,NC_028953
Escherichia virus DT57C,1567006,phage,NCBI Refseq,209,NC_027356
Escherichia phage DT571/2,1567007,phage,NCBI Refseq,209,NC_047749
Clostridium phage phiCT19406A,1567009,phage,NCBI Refseq,209,NC_030950
Clostridium phage phiCT19406B,1567010,phage,NCBI Refseq,209,NC_030947
Clostridium phage phiCT19406C,1567011,phage,NCBI Refseq,209,NC_029006
Clostridium phage phiCT453A,1567012,phage,NCBI Refseq,209,NC_028991
Clostridium phage phiCT453B,1567013,phage,NCBI Refseq,209,NC_029004
Clostridium phage phiCT9441A,1567014,phage,NCBI Refseq,209,NC_029022
Clostridium phage phiCTC2A,1567015,phage,NCBI Refseq,209,NC_030949
Clostridium phage phiCTC2B,1567016,phage,NCBI Refseq,209,NC_030951
Shigella phage SfMu,1567022,phage,NCBI Refseq,209,NC_027382
Salmonella phage vB_SPuM_SP116,1567025,phage,NCBI Refseq,209,NC_027329
Escherichia phage vb_EcoM-VR5,1567026,phage,NCBI Refseq,209,NC_028881
Escherichia phage vB_EcoM_VR20,1567027,phage,NCBI Refseq,209,NC_028894
Escherichia phage vB_EcoM_VR25,1567028,phage,NCBI Refseq,209,NC_028925
Escherichia phage vB_EcoM_VR26,1567029,phage,NCBI Refseq,209,NC_028957
Lactobacillus phage LfeSau,1567453,phage,NCBI Refseq,209,NC_029068
Mycobacterium phage Alvin,1567466,phage,NCBI Refseq,209,NC_026583
Mycobacterium phage Edtherson,1567468,phage,NCBI Refseq,209,NC_029059
Mycobacterium phage Keshu,1567471,phage,NCBI Refseq,209,NC_026603
Mycobacterium phage Malithi,1567472,phage,NCBI Refseq,209,NC_026605
Mycobacterium phage Milly,1567473,phage,NCBI Refseq,209,NC_026598
Mycobacterium phage Sbash,1567475,phage,NCBI Refseq,209,NC_026589
Lactobacillus phage LfeInf,1567484,phage,NCBI Refseq,209,NC_029058
Proteus phage pPM_01,1567485,phage,NCBI Refseq,209,NC_028812
Enterobacteria phage P88,1567486,phage,NCBI Refseq,209,NC_026014
Bacillus phage BalMu-1,1567487,phage,NCBI Refseq,209,NC_030945
Haemophilus virus HP2,157239,phage,NCBI Refseq,209,NC_003315
Shigella phage pSf-2,1572702,phage,NCBI Refseq,209,NC_026010
Staphylococcus phage phiIPLA-RODI,1572703,phage,NCBI Refseq,209,NC_028765
Staphylococcus phage phiIPLA-C1C,1572704,phage,NCBI Refseq,209,NC_028962
Geobacillus virus E3,1572712,phage,NCBI Refseq,209,NC_029073
Salmonella phage Shivani,1572715,phage,NCBI Refseq,209,NC_028754
Salmonella phage Mushroom,1572716,phage,NCBI Refseq,209,NC_041923
Mannheimia phage vB_MhS_535AP2,1572743,phage,NCBI Refseq,209,NC_028853
Mannheimia phage vB_MhM_587AP1,1572744,phage,NCBI Refseq,209,NC_028898
Mannheimia phage vB_MhS_587AP2,1572745,phage,NCBI Refseq,209,NC_028743
Mannheimia phage vB_MhM_1127AP1,1572746,phage,NCBI Refseq,209,NC_047750
Mannheimia phage vB_MhS_1152AP2,1572747,phage,NCBI Refseq,209,NC_028956
Mannheimia phage vB_MhM_3927AP2,1572750,phage,NCBI Refseq,209,NC_028766
Escherichia phage P483,1572753,phage,NCBI Refseq,209,NC_028822
Escherichia phage P694,1572754,phage,NCBI Refseq,209,NC_028863
Pseudomonas phage PS-1,1573458,phage,NCBI Refseq,209,NC_029066
Sulfolobus islandicus rod-shaped virus 1,157898,phage,NCBI Refseq,209,NC_004087
Sulfolobus islandicus rod-shaped virus 2,157899,phage,NCBI Refseq,209,NC_004086
Streptococcus phage SM1,157924,phage,NCBI Refseq,209,NC_004996
Sulfolobus monocaudavirus SMV2,1580591,phage,NCBI Refseq,209,NC_029020
Clostridium phage phiCD111,1582150,phage,NCBI Refseq,209,NC_028905
Clostridium phage phiCD146,1582151,phage,NCBI Refseq,209,NC_028958
Clostridium phage phiCD211,1582152,phage,NCBI Refseq,209,NC_029048
Clostridium phage phiCD481-1,1582153,phage,NCBI Refseq,209,NC_028951
Clostridium phage phiCD505,1582154,phage,NCBI Refseq,209,NC_028764
Clostridium phage phiCD506,1582155,phage,NCBI Refseq,209,NC_028838
Clostridium phage phiMMP01,1582156,phage,NCBI Refseq,209,NC_028883
Clostridium phage phiMMP03,1582157,phage,NCBI Refseq,209,NC_028959
Ralstonia phage RSL2,1585840,phage,NCBI Refseq,209,NC_028950
Enterobacter phage phiEap-1,1587520,phage,NCBI Refseq,209,NC_028772
Streptococcus phage M102AD,1587907,phage,NCBI Refseq,209,NC_028984
Yersinia phage vB_YenM_TG1,1589265,phage,NCBI Refseq,209,NC_028820
Streptococcus phage Str-PAP-1,1589270,phage,NCBI Refseq,209,NC_028666
Pseudomonas phage PhiCHU,1589273,phage,NCBI Refseq,209,NC_028933
Mycobacterium phage Sheen,1589274,phage,NCBI Refseq,209,NC_028914
Vibrio phage phi 1,1589297,phage,NCBI Refseq,209,NC_028799
Vibrio phage phi 3,1589298,phage,NCBI Refseq,209,NC_028895
Cyanophage P-TIM40,1589733,phage,NCBI Refseq,209,NC_028663
Achromobacter phage JWX,1589746,phage,NCBI Refseq,209,NC_028768
Achromobacter phage 83-24,1589747,phage,NCBI Refseq,209,NC_028834
Achromobacter phage JWF,1589748,phage,NCBI Refseq,209,NC_029075
Paenibacillus phage HB10c2,1589749,phage,NCBI Refseq,209,NC_028758
Paenibacillus phage Diva,1589750,phage,NCBI Refseq,209,NC_028788
Bacteriophage Lily,1589751,phage,NCBI Refseq,209,NC_028841
Paenibacillus phage Rani,1589752,phage,NCBI Refseq,209,NC_029084
Paenibacillus phage Shelly,1589754,phage,NCBI Refseq,209,NC_041909
Paenibacillus phage Sitara,1589755,phage,NCBI Refseq,209,NC_028854
Escherichia phage RCS47,1590550,phage,NCBI Refseq,209,NC_042128
Listeria phage vB_LmoS_188,1591072,phage,NCBI Refseq,209,NC_028871
Listeria phage vB_LmoS_293,1591073,phage,NCBI Refseq,209,NC_028929
Bacillus phage Palmer,1597966,phage,NCBI Refseq,209,NC_028926
Ralstonia phage phiITL-1,1597967,phage,NCBI Refseq,209,NC_047751
Pseudomonas phage phiKTN6,1597972,phage,NCBI Refseq,209,NC_041865
Enterococcus phage EFDG1,1597976,phage,NCBI Refseq,209,NC_029009
Escherichia phage 172-1,1598146,phage,NCBI Refseq,209,NC_028903
Escherichia phage ECBP2,1604355,phage,NCBI Refseq,209,NC_018859
Escherichia phage ECBP1,1604356,phage,NCBI Refseq,209,NC_018854
Escherichia phage N15,1604876,phage,NCBI Refseq,209,NC_001901
Acinetobacter phage vB_AbaM_phiAbaA1,1605379,phage,NCBI Refseq,209,NC_031280
Mycobacterium phage Kratio,1606763,phage,NCBI Refseq,209,NC_028947
Edwardsiella phage PEi20,1608310,phage,NCBI Refseq,209,NC_028683
Eel River basin pequenovirus,1609634,phage,NCBI Refseq,209,NC_026665
Citrobacter phage phiCFP-1,1610508,phage,NCBI Refseq,209,NC_028880
Achromobacter phage phiAxp-1,1610509,phage,NCBI Refseq,209,NC_029033
Escherichia phage CAjan,1610828,phage,NCBI Refseq,209,NC_028776
Klebsiella phage 1513,1610829,phage,NCBI Refseq,209,NC_028786
Staphylococcus phage IME-SA1,1610830,phage,NCBI Refseq,209,NC_047729
Staphylococcus phage IME-SA2,1610831,phage,NCBI Refseq,209,NC_047730
Bacillus phage Stahl,1610832,phage,NCBI Refseq,209,NC_028856
Bacillus phage Stills,1610833,phage,NCBI Refseq,209,NC_028777
Klebsiella phage vB_KpnP_SU503,1610834,phage,NCBI Refseq,209,NC_028816
Klebsiella phage vB_KpnP_SU552A,1610835,phage,NCBI Refseq,209,NC_028870
Enterobacteria phage JenK1,1610836,phage,NCBI Refseq,209,NC_029021
Enterobacteria phage JenP1,1610837,phage,NCBI Refseq,209,NC_029028
Enterobacteria phage JenP2,1610838,phage,NCBI Refseq,209,NC_028997
Vibrio phage ValKK3,1610855,phage,NCBI Refseq,209,NC_028829
Staphylococcus phage IME-SA4,1610872,phage,NCBI Refseq,209,NC_029025
Salmonella phage f18SE,1611545,phage,NCBI Refseq,209,NC_028698
Pseudomonas phage ZC01,1622114,phage,NCBI Refseq,209,NC_052965
Pseudomonas phage ZC03,1622115,phage,NCBI Refseq,209,NC_048638
Pseudomonas phage ZC08,1622116,phage,NCBI Refseq,209,NC_048639
Gordonia phage Gmala1,1622190,phage,NCBI Refseq,209,NC_028972
Gordonia phage GordDuk1,1622191,phage,NCBI Refseq,209,NC_029060
Gordonia phage GordTnk2,1622192,phage,NCBI Refseq,209,NC_029074
Gordonia phage Gsput1,1622193,phage,NCBI Refseq,209,NC_030932
Citrobacter phage CVT22,1622234,phage,NCBI Refseq,209,NC_027988
Acinetobacter phage YMC11/12/R2315,1628720,phage,NCBI Refseq,209,NC_028855
Acinetobacter phage YMC11/11/R3177,1628721,phage,NCBI Refseq,209,NC_041866
Pseudomonas phage phiPsa17,1629654,phage,NCBI Refseq,209,NC_047747
Sinorhizobium phage phiM9,1636182,phage,NCBI Refseq,209,NC_028676
Streptomyces phage YDN12,1636183,phage,NCBI Refseq,209,NC_028974
Streptomyces phage TP1604,1636184,phage,NCBI Refseq,209,NC_028818
Pseudomonas phage YH30,1636189,phage,NCBI Refseq,209,NC_029101
Pseudoalteromonas phage H103,1636200,phage,NCBI Refseq,209,NC_028819
Burkholderia phage AP3,1636201,phage,NCBI Refseq,209,NC_047752
Escherichia phage vB_EcoM_AYO145A,1636202,phage,NCBI Refseq,209,NC_028825
Staphylococcus phage B166,1636204,phage,NCBI Refseq,209,NC_028859
Staphylococcus phage B236,1636205,phage,NCBI Refseq,209,NC_028915
Proteus phage vB_PmiP_Pm5460,1636249,phage,NCBI Refseq,209,NC_028916
Proteus phage vB_PmiM_Pm5461,1636250,phage,NCBI Refseq,209,NC_028762
Paenibacillus phage Fern,1636255,phage,NCBI Refseq,209,NC_028851
Paenibacillus phage Halcyone,1636256,phage,NCBI Refseq,209,NC_055029
Paenibacillus phage Harrison,1636257,phage,NCBI Refseq,209,NC_028746
Paenibacillus phage Scottie,1636259,phage,NCBI Refseq,209,NC_055030
Paenibacillus phage Vegas,1636261,phage,NCBI Refseq,209,NC_028767
Paenibacillus phage Willow,1636262,phage,NCBI Refseq,209,NC_041867
Paenibacillus phage Xenia,1636263,phage,NCBI Refseq,209,NC_028837
Rhodoferax phage P26218,1636270,phage,NCBI Refseq,209,NC_029061
Verrucomicrobia phage P8625,1636271,phage,NCBI Refseq,209,NC_029047
Enterobacter phage E-2,1636313,phage,NCBI Refseq,209,NC_029102
Enterobacter phage E-3,1636314,phage,NCBI Refseq,209,NC_028795
Tsukamurella phage TIN2,1636545,phage,NCBI Refseq,209,NC_028865
Tsukamurella phage TIN3,1636546,phage,NCBI Refseq,209,NC_028966
Tsukamurella phage TIN4,1636547,phage,NCBI Refseq,209,NC_041962
Lactococcus phage 936 group phage Phi109,1636556,phage,NCBI Refseq,209,NC_049360
Lactococcus phage 936 group phage Phi155,1636560,phage,NCBI Refseq,209,NC_049366
Lactococcus phage 936 group phage Phi19.3,1636564,phage,NCBI Refseq,209,NC_049356
Lactococcus phage 936 group phage Phi4.2,1636566,phage,NCBI Refseq,209,NC_049362
Lactococcus phage 936 group phage Phi44,1636569,phage,NCBI Refseq,209,NC_049363
Lactococcus phage 936 group phage Phi5.12,1636570,phage,NCBI Refseq,209,NC_049357
Lactococcus phage 936 group phage Phi91127,1636571,phage,NCBI Refseq,209,NC_049364
Lactococcus phage 936 group phage PhiB1127,1636573,phage,NCBI Refseq,209,NC_049355
Lactococcus phage 936 group phage PhiE1127,1636576,phage,NCBI Refseq,209,NC_049367
Lactococcus phage 936 group phage PhiF0139,1636578,phage,NCBI Refseq,209,NC_049358
Lactococcus phage 936 group phage PhiJF1,1636580,phage,NCBI Refseq,209,NC_049365
Lactococcus phage 936 group phage PhiL.18,1636581,phage,NCBI Refseq,209,NC_049359
Lactococcus phage 936 group phage PhiL.6,1636582,phage,NCBI Refseq,209,NC_049361
Lactococcus phage 936 group phage PhiLj,1636583,phage,NCBI Refseq,209,NC_049369
Lactococcus phage 936 group phage PhiM1127,1636586,phage,NCBI Refseq,209,NC_049368
Lactococcus phage 936 group phage PhiS0139,1636587,phage,NCBI Refseq,209,NC_049370
Lactococcus phage 936 group phage PhiA.16,1636724,phage,NCBI Refseq,209,NC_049354
Pseudomonas phage vB_PaeP_MAG4,1639814,phage,NCBI Refseq,209,NC_031104
Pseudomonas phage vB_PaeM_MAG1,1639815,phage,NCBI Refseq,209,NC_031073
Enterococcus phage EFLK1,1640885,phage,NCBI Refseq,209,NC_029026
Pseudomonas phage DL54,1640969,phage,NCBI Refseq,209,NC_028919
Pseudomonas phage DL60,1640970,phage,NCBI Refseq,209,NC_028745
Pseudomonas phage DL62,1640972,phage,NCBI Refseq,209,NC_028836
Pseudomonas phage DL64,1640973,phage,NCBI Refseq,209,NC_028885
Pseudomonas phage DL68,1640974,phage,NCBI Refseq,209,NC_028971
Stenotrophomonas phage vB_SmaS-DLP_2,1642663,phage,NCBI Refseq,209,NC_029019
Bacillus phage phi4B1,1643324,phage,NCBI Refseq,209,NC_028886
Bacillus phage phi4J1,1643326,phage,NCBI Refseq,209,NC_029008
Paracoccus phage Shpa,1647282,phage,NCBI Refseq,209,NC_041868
Gordonia phage GMA3,1647284,phage,NCBI Refseq,209,NC_028668
Gordonia phage GMA6,1647285,phage,NCBI Refseq,209,NC_030906
Gordonia phage GMA7,1647286,phage,NCBI Refseq,209,NC_028673
Mycobacterium phage Luchador,1647300,phage,NCBI Refseq,209,NC_028849
Mycobacterium phage Vincenzo,1647301,phage,NCBI Refseq,209,NC_028934
Mycobacterium phage Phayonce,1647302,phage,NCBI Refseq,209,NC_028796
Mycobacterium phage FlagStaff,1647304,phage,NCBI Refseq,209,NC_028861
Mycobacterium phage Cambiare,1647305,phage,NCBI Refseq,209,NC_028922
Mycobacterium phage Baee,1647306,phage,NCBI Refseq,209,NC_028742
Mycobacterium phage Nerujay,1647308,phage,NCBI Refseq,209,NC_028928
Mycobacterium phage MOOREtheMARYer,1647309,phage,NCBI Refseq,209,NC_028791
Mycobacterium phage Mindy,1647311,phage,NCBI Refseq,209,NC_029093
Mycobacterium phage ShedlockHolmes,1647313,phage,NCBI Refseq,209,NC_028846
Acinetobacter phage Fri1,1647373,phage,NCBI Refseq,209,NC_028848
Klebsiella phage K5,1647374,phage,NCBI Refseq,209,NC_028800
Delftia phage IME-DE1,1647385,phage,NCBI Refseq,209,NC_028702
Polaribacter phage P12002L,1647386,phage,NCBI Refseq,209,NC_028924
Polaribacter phage P12002S,1647387,phage,NCBI Refseq,209,NC_028763
Streptococcus phage APCM01,1647391,phage,NCBI Refseq,209,NC_029030
Enterococcus phage Ec-ZZ2,1647400,phage,NCBI Refseq,209,NC_031260
Sinorhizobium phage phiM7,1647403,phage,NCBI Refseq,209,NC_041929
Sinorhizobium phage phiN3,1647405,phage,NCBI Refseq,209,NC_028945
Klebsiella phage KLPN1,1647408,phage,NCBI Refseq,209,NC_028760
Salmonella phage NR01,1647411,phage,NCBI Refseq,209,NC_031042
Salmonella phage SE24,1647454,phage,NCBI Refseq,209,NC_048785
Salmonella phage SEN1,1647455,phage,NCBI Refseq,209,NC_029003
Salmonella phage SEN22,1647458,phage,NCBI Refseq,209,NC_028696
Salmonella phage SEN34,1647463,phage,NCBI Refseq,209,NC_028699
Salmonella phage SEN4,1647465,phage,NCBI Refseq,209,NC_029015
Salmonella phage SEN5,1647466,phage,NCBI Refseq,209,NC_028701
Salmonella phage SEN8,1647468,phage,NCBI Refseq,209,NC_047753
Gordonia phage GAL1,1647469,phage,NCBI Refseq,209,NC_031936
Gordonia phage GMA1,1647470,phage,NCBI Refseq,209,NC_030902
Gordonia phage GMA4,1647471,phage,NCBI Refseq,209,NC_030939
Gordonia phage GMA5,1647472,phage,NCBI Refseq,209,NC_030907
Gordonia phage GRU3,1647473,phage,NCBI Refseq,209,NC_030935
Gordonia phage GTE6,1647474,phage,NCBI Refseq,209,NC_028665
Gordonia phage GTE8,1647475,phage,NCBI Refseq,209,NC_028653
Tsukamurella phage TPA4,1647476,phage,NCBI Refseq,209,NC_030916
Escherichia phage pro147,1649239,phage,NCBI Refseq,209,NC_028896
Escherichia phage pro483,1649240,phage,NCBI Refseq,209,NC_028943
Enterobacteria phage ATK47,1651196,phage,NCBI Refseq,209,NC_055708
Enterobacteria phage Kha5h,1651198,phage,NCBI Refseq,209,NC_054905
Enterobacteria phage GiZh,1651199,phage,NCBI Refseq,209,NC_054903
Enterobacteria phage Aplg8,1651202,phage,NCBI Refseq,209,NC_054902
Pectobacterium phage Peat1,1654601,phage,NCBI Refseq,209,NC_029081
Stenotrophomonas phage IME-SM1,1654717,phage,NCBI Refseq,209,NC_054952
Propionibacterium phage BruceLethal,1654740,phage,NCBI Refseq,209,NC_031084
Propionibacterium phage Enoki,1654780,phage,NCBI Refseq,209,NC_031119
Propionibacterium phage Moyashi,1654781,phage,NCBI Refseq,209,NC_031003
Propionibacterium phage QueenBey,1654782,phage,NCBI Refseq,209,NC_031005
Salmonella phage 35,1654888,phage,NCBI Refseq,209,NC_048632
Salmonella phage 36,1654889,phage,NCBI Refseq,209,NC_029071
Salmonella phage 37,1654890,phage,NCBI Refseq,209,NC_029045
Salmonella phage 38,1654891,phage,NCBI Refseq,209,NC_029042
Pseudoalteromonas phage H101,1654919,phage,NCBI Refseq,209,NC_029094
Escherichia phage HY03,1654926,phage,NCBI Refseq,209,NC_031047
Klebsiella phage PKP126,1654927,phage,NCBI Refseq,209,NC_031053
Klebsiella phage PKO111,1654928,phage,NCBI Refseq,209,NC_031095
Propionibacterium phage Attacne,1655012,phage,NCBI Refseq,209,NC_027629
Propionibacterium phage Keiki,1655013,phage,NCBI Refseq,209,NC_041954
Propionibacterium phage Kubed,1655014,phage,NCBI Refseq,209,NC_027625
Propionibacterium phage Lauchelly,1655015,phage,NCBI Refseq,209,NC_027628
Propionibacterium phage MrAK,1655016,phage,NCBI Refseq,209,NC_027620
Propionibacterium phage Ouroboros,1655017,phage,NCBI Refseq,209,NC_027630
Propionibacterium phage Pirate,1655018,phage,NCBI Refseq,209,NC_027623
Propionibacterium phage Procrass1,1655019,phage,NCBI Refseq,209,NC_027626
Propionibacterium phage SKKY,1655020,phage,NCBI Refseq,209,NC_027624
Propionibacterium phage Solid,1655021,phage,NCBI Refseq,209,NC_027627
Propionibacterium phage Stormborn,1655022,phage,NCBI Refseq,209,NC_027622
Propionibacterium phage Wizzo,1655023,phage,NCBI Refseq,209,NC_027621
Escherichia phage APCEc01,1655305,phage,NCBI Refseq,209,NC_029091
Escherichia phage phiAPCEc03,1655307,phage,NCBI Refseq,209,NC_047754
Escherichia phage APECc02,1655314,phage,NCBI Refseq,209,NC_041869
Parabacteroides phage YZ-2015a,1655644,phage,NCBI Refseq,209,NC_029012
Parabacteroides phage YZ-2015b,1655645,phage,NCBI Refseq,209,NC_029014
Gokushovirinae Bog1183_53,1655646,phage,NCBI Refseq,209,NC_027633
Microviridae Bog1249_12,1655647,phage,NCBI Refseq,209,NC_027634
Microviridae Bog5275_51,1655648,phage,NCBI Refseq,209,NC_027635
Gokushovirinae Bog5712_52,1655649,phage,NCBI Refseq,209,NC_027636
Gokushovirinae Bog8989_22,1655650,phage,NCBI Refseq,209,NC_027637
Microviridae Bog9017_22,1655651,phage,NCBI Refseq,209,NC_027638
Microviridae Fen2266_11,1655652,phage,NCBI Refseq,209,NC_027639
Microviridae Fen418_41,1655653,phage,NCBI Refseq,209,NC_027640
Microviridae Fen4707_41,1655654,phage,NCBI Refseq,209,NC_027641
Gokushovirinae Fen672_31,1655656,phage,NCBI Refseq,209,NC_027642
Microviridae Fen685_11,1655657,phage,NCBI Refseq,209,NC_027643
Microviridae Fen7786_21,1655658,phage,NCBI Refseq,209,NC_027644
Gokushovirinae Fen7875_21,1655659,phage,NCBI Refseq,209,NC_027645
Microviridae Fen7895_21,1655660,phage,NCBI Refseq,209,NC_027646
Microviridae Fen7918_21,1655661,phage,NCBI Refseq,209,NC_027647
Microviridae Fen7940_21,1655662,phage,NCBI Refseq,209,NC_027648
Escherichia phage PA2,1660365,phage,NCBI Refseq,209,NC_028449
Escherichia phage PA28,1660368,phage,NCBI Refseq,209,NC_041935
Mycobacterium phage Kimberlium,1662284,phage,NCBI Refseq,209,NC_028792
Rhodobacter phage RcTitan,1662330,phage,NCBI Refseq,209,NC_029097
Rhodobacter phage RcSpartan,1662331,phage,NCBI Refseq,209,NC_041963
Rhodobacter phage RcRhea,1662332,phage,NCBI Refseq,209,NC_028954
Rhodobacter phage RcCronus,1662333,phage,NCBI Refseq,209,NC_042049
Yersinia phage phiYe-F10,1662463,phage,NCBI Refseq,209,NC_047755
Achromobacter phage phiAxp-2,1664246,phage,NCBI Refseq,209,NC_029106
Achromobacter phage phiAxp-3,1664247,phage,NCBI Refseq,209,NC_028908
Pseudoalteromonas phage Pq0,1667322,phage,NCBI Refseq,209,NC_029100
Klebsiella phage vB_KpnP_KpV289,1671396,phage,NCBI Refseq,209,NC_028977
Escherichia phage QL01,1673871,phage,NCBI Refseq,209,NC_028847
Mycobacterium phage Smeadley,1673873,phage,NCBI Refseq,209,NC_028860
Staphylococcus phage IME-SA119,1673874,phage,NCBI Refseq,209,NC_047732
Mycobacterium phage UnionJack,1673876,phage,NCBI Refseq,209,NC_028802
Streptomyces phage Amela,1673877,phage,NCBI Refseq,209,NC_028904
Staphylococcus phage IME-SA118,1673884,phage,NCBI Refseq,209,NC_047731
Mycobacterium phage Apizium,1673886,phage,NCBI Refseq,209,NC_028691
Citrobacter phage IME-CF2,1673887,phage,NCBI Refseq,209,NC_029013
Mycobacterium phage Ovechkin,1673889,phage,NCBI Refseq,209,NC_028937
Streptomyces phage Izzy,1674926,phage,NCBI Refseq,209,NC_028976
Streptomyces phage Lannister,1674927,phage,NCBI Refseq,209,NC_028827
Staphylococcus phage vB_SauS_phi2,1674930,phage,NCBI Refseq,209,NC_028862
Pseudomonas phage vB_PaeM_CEB_DP1,1675014,phage,NCBI Refseq,209,NC_041870
Yersinia phage vB_YenP_ISAO8,1675027,phage,NCBI Refseq,209,NC_028850
Erysipelothrix phage SE-1,1675317,phage,NCBI Refseq,209,NC_029078
Shigella phage Ss-VASD,1675531,phage,NCBI Refseq,209,NC_028685
Mycobacterium phage Barriga,1675548,phage,NCBI Refseq,209,NC_028804
Mycobacterium phage Florinda,1675549,phage,NCBI Refseq,209,NC_028889
Mycobacterium phage Godines,1675551,phage,NCBI Refseq,209,NC_042050
Mycobacterium phage Nhonho,1675553,phage,NCBI Refseq,209,NC_028815
Mycobacterium phage Pops,1675554,phage,NCBI Refseq,209,NC_028681
Mycobacterium phage Quico,1675555,phage,NCBI Refseq,209,NC_028751
Bacillus phage Pavlov,1675598,phage,NCBI Refseq,209,NC_028782
Caulobacter phage Sansa,1675600,phage,NCBI Refseq,209,NC_047756
Caulobacter phage Seuss,1675601,phage,NCBI Refseq,209,NC_047757
Citrobacter phage Merlin,1675602,phage,NCBI Refseq,209,NC_028857
Citrobacter phage Michonne,1675603,phage,NCBI Refseq,209,NC_028247
Escherichia phage Murica,1675606,phage,NCBI Refseq,209,NC_041871
Klebsiella phage Matisse,1675607,phage,NCBI Refseq,209,NC_028750
